symbol,start_date,filing_period,eps_basic,eps_diluted,eps_basic9,eps_diluted9
CRM,2013-05-02,2013-07-31,0.13,0.12,,
CRM,2020-01-31,2020-04-30,0.11,0.11,,
CRM,2014-05-02,2014-07-31,-0.10,-0.10,,
CRM,2016-08-02,2016-10-31,-0.05,-0.05,0.34,0.33
CRM,2015-08-02,2015-10-31,-0.04,0.21,,0.56
COST,2017-02-06,2017-05-07,1.59,1.59,4.01,3.99
COST,2023-11-20,2024-02-18,3.93,3.92,7.51,7.49
COST,2024-02-12,2024-05-12,3.79,3.78,11.29,11.27
COST,2019-11-18,2020-02-16,2.10,2.10,4.02,4.00
COST,2021-02-08,2021-05-09,2.75,2.75,7.53,7.51
COST,2015-02-09,2015-05-10,1.17,1.17,3.66,3.64
COST,2022-08-22,2022-11-20,3.07,3.07,2.99,2.98
COST,2023-08-28,2023-11-26,3.58,3.58,3.07,3.07
COST,2017-11-20,2018-02-18,1.60,1.59,3.06,3.04
COST,2021-11-15,2022-02-13,2.93,2.92,5.91,5.90
COST,2022-11-14,2023-02-12,3.30,3.30,6.37,6.37
COST,2019-02-11,2019-05-12,2.06,2.05,5.83,5.79
COST,2014-08-25,2014-11-23,1.13,1.12,0.97,0.96
COST,2013-02-11,2013-05-12,1.05,1.04,3.27,3.23
COST,2012-11-19,2013-02-17,1.26,1.24,2.22,2.19
COST,2020-08-24,2020-11-22,2.63,2.62,1.91,1.90
COST,2016-02-08,2016-05-08,1.24,1.24,3.58,3.56
COST,2017-08-28,2017-11-26,1.46,1.45,1.24,1.24
COST,2020-11-16,2021-02-14,2.15,2.14,4.78,4.76
COST,2013-08-26,2013-11-24,0.97,0.96,0.96,0.95
COST,2016-11-14,2017-02-12,1.17,1.17,2.42,2.41
COST,2020-02-10,2020-05-10,1.90,1.89,5.91,5.89
COST,2024-08-26,2024-11-24,4.05,4.04,3.58,3.58
COST,2019-08-26,2019-11-24,1.91,1.90,1.75,1.73
COST,2018-11-19,2019-02-17,2.02,2.01,3.77,3.74
COST,2018-02-12,2018-05-13,1.71,1.70,4.77,4.74
COST,2013-11-18,2014-02-16,1.05,1.05,2.02,2.01
COST,2014-11-17,2015-02-15,1.36,1.35,2.49,2.47
COST,2014-02-10,2014-05-11,1.08,1.07,3.10,3.07
COST,2015-08-24,2015-11-22,1.10,1.09,1.10,1.09
COST,2023-02-06,2023-05-07,2.94,2.93,9.31,9.30
COST,2018-08-27,2018-11-25,1.75,1.73,1.46,1.45
COST,2022-02-07,2022-05-08,3.05,3.04,8.96,8.94
COST,2016-08-22,2016-11-20,1.24,1.24,1.10,1.09
COST,2015-11-16,2016-02-14,1.24,1.24,2.34,2.32
COST,2021-08-23,2021-11-21,2.99,2.98,1.66,1.65
MSFT,2021-12-31,2022-03-31,2.23,2.22,7.46,7.41
MSFT,2022-12-31,2023-03-31,2.46,2.45,7.02,6.99
MSFT,2016-01-01,2016-03-31,0.48,0.47,1.72,1.70
MSFT,2022-10-02,2022-12-31,2.20,2.20,4.56,4.54
MSFT,2021-07-02,2021-09-30,2.73,2.71,,
MSFT,2018-10-02,2018-12-31,1.09,1.08,,
MSFT,2013-12-31,2014-03-31,0.68,0.68,2.10,2.08
MSFT,2019-10-02,2019-12-31,1.53,1.51,,
MSFT,2013-07-02,2013-09-30,0.63,0.62,,
MSFT,2017-07-02,2017-09-30,0.85,0.84,,
MSFT,2018-12-31,2019-03-31,1.15,1.14,3.39,3.38
MSFT,2017-10-02,2017-12-31,-0.82,-0.82,,
MSFT,2018-07-02,2018-09-30,1.15,1.14,,
MSFT,2014-10-02,2014-12-31,0.71,0.71,1.26,1.25
MSFT,2020-12-31,2021-03-31,2.05,2.03,5.93,5.88
MSFT,2016-10-02,2016-12-31,0.67,0.66,1.27,1.26
MSFT,2024-01-01,2024-03-31,2.95,2.94,8.90,8.85
MSFT,2014-07-02,2014-09-30,0.55,0.54,,
MSFT,2020-10-02,2020-12-31,2.05,2.03,,
MSFT,2020-01-01,2020-03-31,1.41,1.40,4.34,4.30
MSFT,2022-07-02,2022-09-30,2.35,2.35,,
MSFT,2019-07-02,2019-09-30,1.40,1.38,,
MSFT,2017-12-31,2018-03-31,0.96,0.95,1.00,0.99
MSFT,2012-10-02,2012-12-31,0.76,0.76,1.29,1.28
MSFT,2021-10-02,2021-12-31,2.50,2.48,5.23,5.19
MSFT,2016-12-31,2017-03-31,0.62,0.61,1.89,1.87
MSFT,2013-10-02,2013-12-31,0.79,0.78,1.42,1.40
MSFT,2015-07-02,2015-09-30,0.58,0.57,,
MSFT,2012-12-31,2013-03-31,0.72,0.72,2.02,1.99
MSFT,2016-07-02,2016-09-30,0.60,0.60,,
MSFT,2023-10-02,2023-12-31,2.94,2.93,5.94,5.92
MSFT,2023-07-02,2023-09-30,3.00,2.99,,
MSFT,2024-07-02,2024-09-30,3.32,3.30,,
MSFT,2014-12-31,2015-03-31,0.61,0.61,1.87,1.86
MSFT,2015-10-02,2015-12-31,0.63,0.62,1.21,1.20
MSFT,2020-07-02,2020-09-30,1.84,1.82,,
META,2021-04-01,2021-06-30,3.67,3.61,,
META,2016-07-02,2016-09-30,0.83,0.82,2.07,2.05
META,2022-07-02,2022-09-30,1.64,1.64,6.86,6.82
META,2023-07-02,2023-09-30,4.50,4.39,9.73,9.56
META,2024-04-01,2024-06-30,5.31,5.16,,
META,2013-07-02,2013-09-30,0.17,0.17,0.40,0.39
META,2016-12-31,2017-03-31,1.06,1.04,,
META,2014-12-31,2015-03-31,0.18,0.18,,
META,2018-07-02,2018-09-30,1.78,1.76,5.26,5.20
META,2018-04-01,2018-06-30,1.76,1.74,,
META,2014-07-02,2014-09-30,0.31,0.30,0.87,0.86
META,2019-04-01,2019-06-30,0.92,0.91,1.77,1.76
META,2021-12-31,2022-03-31,2.74,2.72,,
META,2017-12-31,2018-03-31,1.72,1.69,,
META,2018-12-31,2019-03-31,0.85,0.85,,
META,2014-04-01,2014-06-30,0.31,0.30,,
META,2016-01-01,2016-03-31,0.53,0.52,,
META,2017-07-02,2017-09-30,1.62,1.59,4.02,3.95
META,2021-07-02,2021-09-30,3.27,3.22,10.27,10.11
META,2024-07-02,2024-09-30,6.20,6.03,16.37,15.88
META,2017-04-01,2017-06-30,1.34,1.32,,
META,2020-01-01,2020-03-31,1.72,1.71,,
META,2020-07-02,2020-09-30,2.75,2.71,6.29,6.22
META,2016-04-01,2016-06-30,0.72,0.71,1.25,1.23
META,2020-04-01,2020-06-30,1.82,1.80,3.54,3.51
META,2022-04-01,2022-06-30,2.47,2.46,5.21,5.19
META,2015-04-01,2015-06-30,0.26,0.25,,
META,2013-12-31,2014-03-31,0.25,0.25,,
META,2015-07-02,2015-09-30,0.32,0.31,0.76,0.75
META,2023-04-01,2023-06-30,3.03,2.98,5.24,5.18
META,2022-12-31,2023-03-31,2.21,2.20,,
META,2019-07-02,2019-09-30,2.13,2.12,3.90,3.87
META,2013-04-01,2013-06-30,0.14,0.13,,
META,2020-12-31,2021-03-31,3.34,3.30,,
META,2012-12-31,2013-03-31,0.09,0.09,,
META,2024-01-01,2024-03-31,4.86,4.71,,
ABBV,2017-07-02,2017-09-30,1.02,1.01,3.28,3.27
ABBV,2024-07-02,2024-09-30,0.88,0.88,2.41,2.41
ABBV,2013-04-01,2013-06-30,0.67,0.66,1.28,1.27
ABBV,2015-04-01,2015-06-30,0.84,0.83,,
ABBV,2014-04-01,2014-06-30,0.69,1.29,1.30,1.29
ABBV,2023-04-01,2023-06-30,1.14,1.26,,
ABBV,2022-04-01,2022-06-30,0.52,0.51,3.04,3.03
ABBV,2013-07-02,2013-09-30,0.60,0.60,1.88,1.86
ABBV,2014-07-02,2014-09-30,0.32,0.31,1.61,1.60
ABBV,2012-12-31,2013-03-31,0.61,0.60,0.56,0.56
ABBV,2016-04-01,2016-06-30,0.99,1.81,1.82,1.81
ABBV,2018-12-31,2019-03-31,1.65,1.65,1.65,1.65
ABBV,2017-12-31,2018-03-31,1.74,1.74,1.74,1.74
ABBV,2023-07-02,2023-09-30,1.00,2.26,2.27,2.26
ABBV,2015-07-02,2015-09-30,0.75,0.74,2.22,2.21
ABBV,2016-12-31,2017-03-31,1.07,1.06,0.83,0.83
ABBV,2020-12-31,2021-03-31,2.00,1.99,,
ABBV,2020-04-01,2020-06-30,-0.46,1.43,,
ABBV,2024-04-01,2024-06-30,0.77,0.77,,
ABBV,2020-01-01,2020-03-31,2.02,2.02,,
ABBV,2016-07-02,2016-09-30,0.97,0.97,2.79,2.78
ABBV,2021-07-02,2021-09-30,1.78,1.78,4.21,4.19
ABBV,2024-01-01,2024-03-31,0.77,0.77,,
ABBV,2020-07-02,2020-09-30,1.30,2.77,2.78,2.77
ABBV,2018-04-01,2018-06-30,1.26,1.26,3.00,2.99
ABBV,2013-12-31,2014-03-31,0.61,0.61,0.61,0.60
ABBV,2019-07-02,2019-09-30,1.27,1.26,3.41,3.41
ABBV,2016-01-01,2016-03-31,0.83,0.83,,
ABBV,2018-07-02,2018-09-30,1.81,1.81,4.81,4.79
ABBV,2022-07-02,2022-09-30,2.22,2.21,5.26,5.24
ABBV,2022-12-31,2023-03-31,0.13,0.13,,
ABBV,2021-12-31,2022-03-31,2.52,2.51,,
ABBV,2019-04-01,2019-06-30,0.49,0.49,,
ABBV,2021-04-01,2021-06-30,0.42,0.42,,
ABBV,2017-04-01,2017-06-30,1.20,1.19,2.26,2.25
ABBV,2014-12-31,2015-03-31,0.64,0.63,,
NFLX,2019-07-02,2019-09-30,1.52,1.47,2.93,2.83
NFLX,2023-04-01,2023-06-30,3.35,3.29,6.28,6.18
NFLX,2016-12-31,2017-03-31,0.41,0.40,0.41,0.40
NFLX,2020-04-01,2020-06-30,1.63,1.59,3.25,3.15
NFLX,2024-01-01,2024-03-31,5.40,5.28,2.93,2.88
NFLX,2014-12-31,2015-03-31,0.39,0.38,0.89,0.86
NFLX,2013-12-31,2014-03-31,0.89,0.86,0.05,0.05
NFLX,2017-12-31,2018-03-31,0.67,0.64,0.41,0.40
NFLX,2022-04-01,2022-06-30,3.24,3.20,6.84,6.73
NFLX,2024-07-02,2024-09-30,5.52,5.40,15.91,15.56
NFLX,2012-12-31,2013-03-31,0.05,0.05,0.05,0.05
NFLX,2021-12-31,2022-03-31,3.60,3.53,3.85,3.75
NFLX,2013-04-01,2013-06-30,0.51,0.49,,
NFLX,2018-04-01,2018-06-30,0.88,0.85,1.55,1.50
NFLX,2024-04-01,2024-06-30,4.99,4.88,10.39,10.16
NFLX,2018-07-02,2018-09-30,0.92,0.89,2.48,2.39
NFLX,2018-12-31,2019-03-31,0.79,0.76,0.79,0.76
NFLX,2022-07-02,2022-09-30,3.14,3.10,9.98,9.83
NFLX,2013-07-02,2013-09-30,0.54,0.52,1.11,1.06
NFLX,2017-04-01,2017-06-30,0.15,0.15,0.57,0.55
NFLX,2016-04-01,2016-06-30,0.10,0.09,0.16,0.16
NFLX,2016-07-02,2016-09-30,0.12,0.12,0.28,0.27
NFLX,2014-07-02,2014-09-30,0.99,0.96,3.06,2.97
NFLX,2021-07-02,2021-09-30,3.27,3.19,10.18,9.90
NFLX,2023-07-02,2023-09-30,3.80,3.73,10.08,9.90
NFLX,2014-04-01,2014-06-30,1.18,1.15,2.07,2.02
NFLX,2020-01-01,2020-03-31,1.61,1.57,0.79,0.76
NFLX,2015-07-02,2015-09-30,0.07,0.07,0.19,0.18
NFLX,2020-12-31,2021-03-31,3.85,3.75,1.61,1.57
NFLX,2015-04-01,2015-06-30,0.06,0.06,0.12,0.12
NFLX,2017-07-02,2017-09-30,0.30,0.29,0.87,0.84
NFLX,2019-04-01,2019-06-30,0.62,0.60,1.41,1.36
NFLX,2022-12-31,2023-03-31,2.93,2.88,3.60,3.53
NFLX,2016-01-01,2016-03-31,0.06,0.06,0.06,0.05
NFLX,2020-07-02,2020-09-30,1.79,1.74,5.04,4.89
NFLX,2021-04-01,2021-06-30,3.05,2.97,6.90,6.72
ORCL,2020-09-01,2020-11-30,0.82,0.80,,
ORCL,2019-09-01,2019-11-30,0.71,0.69,1.36,1.32
ORCL,2023-09-01,2023-11-30,0.91,0.89,1.80,1.75
ORCL,2015-09-01,2015-11-30,0.52,0.51,,
ORCL,2022-09-01,2022-11-30,0.65,0.63,1.22,1.20
ORCL,2017-11-30,2018-02-28,-0.98,-0.98,0.10,0.10
ORCL,2018-11-30,2019-02-28,0.78,0.76,1.98,1.93
ORCL,2024-09-01,2024-11-30,1.13,1.10,2.19,2.13
ORCL,2016-06-02,2016-08-31,0.44,0.43,,
ORCL,2022-06-02,2022-08-31,0.58,0.56,,
ORCL,2022-11-30,2023-02-28,0.70,0.68,1.93,1.88
ORCL,2024-06-02,2024-08-31,1.06,1.03,,
ORCL,2015-12-01,2016-02-29,0.51,0.50,1.43,1.41
ORCL,2014-06-02,2014-08-31,0.49,0.48,,
ORCL,2019-12-01,2020-02-29,0.81,0.79,2.16,2.10
ORCL,2019-06-02,2019-08-31,0.64,0.63,,
ORCL,2017-06-02,2017-08-31,0.53,0.52,,
ORCL,2013-09-01,2013-11-30,0.56,0.56,,
ORCL,2023-06-02,2023-08-31,0.89,0.86,,
ORCL,2021-06-02,2021-08-31,0.89,0.86,,
ORCL,2017-09-01,2017-11-30,0.54,0.52,1.07,1.04
ORCL,2018-06-02,2018-08-31,0.58,0.57,,
ORCL,2013-11-30,2014-02-28,0.57,0.56,1.61,1.58
ORCL,2021-09-01,2021-11-30,-0.46,-0.46,,
ORCL,2014-09-01,2014-11-30,0.57,0.56,1.06,1.04
ORCL,2014-11-30,2015-02-28,0.57,0.56,1.63,1.59
ORCL,2016-09-01,2016-11-30,0.50,0.48,0.94,0.92
ORCL,2018-09-01,2018-11-30,0.63,0.61,,
ORCL,2013-06-02,2013-08-31,0.48,0.47,,
ORCL,2020-06-02,2020-08-31,0.74,0.72,,
ORCL,2023-12-01,2024-02-29,0.87,0.85,2.67,2.60
ORCL,2012-11-30,2013-02-28,0.53,0.52,1.48,1.46
ORCL,2021-11-30,2022-02-28,0.87,0.84,1.30,1.26
ORCL,2015-06-02,2015-08-31,0.40,0.40,,
ORCL,2016-11-30,2017-02-28,0.55,0.53,1.49,1.45
ORCL,2020-11-30,2021-02-28,1.72,1.68,3.26,3.19
PG,2020-07-02,2020-09-30,1.69,1.63,1.41,1.36
PG,2013-07-02,2013-09-30,1.09,1.04,1.05,1.04
PG,2020-01-01,2020-03-31,1.15,1.12,4.03,3.89
PG,2013-12-31,2014-03-31,0.94,0.90,3.26,3.12
PG,2019-07-02,2019-09-30,1.41,1.36,1.37,1.36
PG,2014-07-02,2014-09-30,0.71,0.69,1.09,1.04
PG,2013-10-02,2013-12-31,1.24,1.18,2.32,2.21
PG,2015-10-02,2015-12-31,1.16,1.12,2.09,2.03
PG,2017-10-02,2017-12-31,0.96,0.93,2.05,2.00
PG,2016-07-02,2016-09-30,0.99,0.96,1.03,1.00
PG,2016-10-02,2016-12-31,3.01,2.88,3.97,3.81
PG,2020-10-02,2020-12-31,1.53,1.47,3.22,3.10
PG,2022-07-02,2022-09-30,1.62,1.57,1.66,1.61
PG,2012-12-31,2013-03-31,0.92,0.88,3.38,3.22
PG,2016-12-31,2017-03-31,0.96,0.93,2.95,2.87
PG,2020-12-31,2021-03-31,1.30,1.26,4.53,4.37
PG,2012-10-02,2012-12-31,1.46,1.39,2.46,2.35
PG,2023-10-02,2023-12-31,1.44,1.40,,3.23
PG,2021-12-31,2022-03-31,1.37,1.33,4.76,4.59
PG,2021-07-02,2021-09-30,1.66,1.61,1.66,1.61
PG,2014-12-31,2015-03-31,0.77,0.75,2.33,2.26
PG,2016-01-01,2016-03-31,1.00,0.97,3.09,3.00
PG,2015-07-02,2015-09-30,0.93,0.91,0.98,0.96
PG,2018-12-31,2019-03-31,1.07,1.04,3.58,3.48
PG,2017-12-31,2018-03-31,0.97,0.95,3.02,2.94
PG,2014-10-02,2014-12-31,0.85,0.82,1.56,1.51
PG,2018-10-02,2018-12-31,1.25,1.22,2.51,2.44
PG,2021-10-02,2021-12-31,1.72,1.66,3.39,3.27
PG,2024-07-02,2024-09-30,1.65,1.61,1.89,1.83
PG,2022-10-02,2022-12-31,1.63,1.59,3.25,3.16
PG,2022-12-31,2023-03-31,1.41,1.37,4.67,4.53
PG,2018-07-02,2018-09-30,1.26,1.22,1.12,1.12
PG,2024-01-01,2024-03-31,1.56,1.52,4.89,4.75
PG,2019-10-02,2019-12-31,1.47,1.41,2.88,2.77
PG,2017-07-02,2017-09-30,1.09,1.06,1.09,1.06
PG,2023-07-02,2023-09-30,1.89,1.83,1.89,1.83
XOM,2020-12-31,2021-03-31,0.64,0.64,-0.14,-0.14
XOM,2017-04-01,2017-06-30,0.78,0.78,1.73,1.73
XOM,2024-04-01,2024-06-30,2.14,2.14,4.20,4.20
XOM,2024-07-02,2024-09-30,1.92,1.92,6.12,6.12
XOM,2020-04-01,2020-06-30,-0.26,-0.26,-0.40,-0.40
XOM,2021-12-31,2022-03-31,1.28,1.28,0.64,0.64
XOM,2014-07-02,2014-09-30,1.89,1.89,6.04,6.04
XOM,2023-04-01,2023-06-30,1.94,1.94,4.73,4.73
XOM,2013-12-31,2014-03-31,2.10,2.10,2.10,2.10
XOM,2022-12-31,2023-03-31,2.79,2.79,1.28,1.28
XOM,2022-04-01,2022-06-30,4.21,4.21,5.49,5.49
XOM,2019-07-02,2019-09-30,0.75,0.75,2.03,2.03
XOM,2013-07-02,2013-09-30,1.79,1.79,5.46,5.46
XOM,2021-07-02,2021-09-30,1.57,1.57,3.31,3.31
XOM,2024-01-01,2024-03-31,2.06,2.06,2.79,2.79
XOM,2017-07-02,2017-09-30,0.93,0.93,2.66,2.66
XOM,2016-12-31,2017-03-31,0.95,0.95,0.95,0.95
XOM,2013-04-01,2013-06-30,1.55,1.55,3.67,3.67
XOM,2016-01-01,2016-03-31,0.43,0.43,1.17,1.17
XOM,2016-04-01,2016-06-30,0.41,0.41,0.84,0.84
XOM,2017-12-31,2018-03-31,1.09,1.09,,
XOM,2014-12-31,2015-03-31,1.17,1.17,2.10,2.10
XOM,2018-12-31,2019-03-31,0.55,0.55,1.09,1.09
XOM,2018-07-02,2018-09-30,1.46,1.46,3.47,3.47
XOM,2015-07-02,2015-09-30,1.01,1.01,3.18,3.18
XOM,2019-04-01,2019-06-30,0.73,0.73,1.28,1.28
XOM,2023-07-02,2023-09-30,2.25,2.25,6.98,6.98
XOM,2014-04-01,2014-06-30,2.05,2.05,4.15,4.15
XOM,2022-07-02,2022-09-30,4.68,4.68,10.17,10.17
XOM,2018-04-01,2018-06-30,0.92,0.92,2.01,2.01
XOM,2015-04-01,2015-06-30,1.00,1.00,2.17,2.17
XOM,2016-07-02,2016-09-30,0.63,0.63,1.47,1.47
XOM,2020-01-01,2020-03-31,-0.14,-0.14,0.55,0.55
XOM,2020-07-02,2020-09-30,-0.15,-0.15,-0.55,-0.55
XOM,2021-04-01,2021-06-30,1.10,1.10,1.74,1.74
XOM,2012-12-31,2013-03-31,2.12,2.12,,
NVDA,2021-05-03,2021-08-01,0.95,0.94,,
NVDA,2022-01-31,2022-05-01,0.65,0.64,0.77,0.76
NVDA,2016-08-01,2016-10-30,1.01,0.83,1.89,1.59
NVDA,2014-01-27,2014-04-27,0.24,0.24,,
NVDA,2016-05-02,2016-07-31,0.47,0.40,0.84,0.73
NVDA,2021-08-02,2021-10-31,0.99,0.97,2.71,2.67
NVDA,2018-07-30,2018-10-28,2.02,1.97,5.88,5.71
NVDA,2016-02-01,2016-05-01,0.36,0.33,0.24,0.24
NVDA,2022-08-01,2022-10-30,0.27,0.27,1.18,1.17
NVDA,2017-01-30,2017-04-30,0.86,0.79,0.39,0.35
NVDA,2014-04-28,2014-07-27,0.23,0.22,0.47,0.46
NVDA,2020-01-27,2020-04-26,1.49,1.47,1.47,1.45
NVDA,2019-07-29,2019-10-27,1.47,1.45,3.03,2.99
NVDA,2013-04-29,2013-07-28,0.16,0.16,,
NVDA,2014-07-28,2014-10-26,0.32,0.31,0.79,0.77
NVDA,2017-05-01,2017-07-30,0.98,0.92,1.83,1.71
NVDA,2013-07-29,2013-10-27,0.20,0.20,0.49,0.49
NVDA,2023-01-30,2023-04-30,0.83,0.82,,
NVDA,2020-07-27,2020-10-25,2.16,2.12,4.67,4.59
NVDA,2018-01-29,2018-04-29,2.05,1.98,,
NVDA,2019-01-28,2019-04-28,0.65,0.64,2.05,1.98
NVDA,2024-07-29,2024-10-27,0.79,0.78,2.07,2.04
NVDA,2024-01-29,2024-04-28,6.04,5.98,,
NVDA,2023-07-31,2023-10-29,3.75,3.71,7.07,7.01
NVDA,2024-04-29,2024-07-28,0.68,0.67,,
NVDA,2013-01-28,2013-04-28,0.13,0.13,,
NVDA,2019-04-29,2019-07-28,0.91,0.90,1.56,1.54
NVDA,2015-04-27,2015-07-26,0.05,0.05,0.29,0.28
NVDA,2023-05-01,2023-07-30,2.50,2.48,3.33,3.30
NVDA,2015-07-27,2015-10-25,0.45,0.44,0.75,0.72
NVDA,2022-05-02,2022-07-31,0.26,0.26,,
NVDA,2021-02-01,2021-05-02,3.08,3.03,1.49,1.47
NVDA,2018-04-30,2018-07-29,1.81,1.76,3.86,3.74
NVDA,2015-01-26,2015-04-26,0.24,0.24,0.24,0.24
NVDA,2020-04-27,2020-07-26,1.01,0.99,,
NVDA,2017-07-31,2017-10-29,1.39,1.33,3.23,3.05
UNH,2015-07-02,2015-09-30,1.68,1.65,4.82,4.75
UNH,2014-04-01,2014-06-30,1.44,1.42,,
UNH,2019-04-01,2019-06-30,3.47,3.42,,
UNH,2018-12-31,2019-03-31,3.62,3.56,3.56,3.50
UNH,2017-12-31,2018-03-31,2.94,2.87,2.28,2.23
UNH,2021-12-31,2022-03-31,5.34,5.27,5.14,5.08
UNH,2022-07-02,2022-09-30,5.63,5.55,16.37,16.15
UNH,2016-07-02,2016-09-30,2.07,2.03,5.60,5.51
UNH,2016-04-01,2016-06-30,1.84,1.81,3.53,3.48
UNH,2020-01-01,2020-03-31,3.56,3.52,3.62,3.56
UNH,2020-04-01,2020-06-30,6.99,6.91,,
UNH,2024-04-01,2024-06-30,4.58,4.54,3.05,3.02
UNH,2012-12-31,2013-03-31,1.17,1.16,1.34,1.31
UNH,2021-04-01,2021-06-30,4.52,4.46,9.66,9.55
UNH,2016-01-01,2016-03-31,1.69,1.67,1.48,1.46
UNH,2024-01-01,2024-03-31,-1.53,-1.53,6.01,5.95
UNH,2023-07-02,2023-09-30,6.31,6.24,18.20,18.01
UNH,2015-04-01,2015-06-30,1.66,1.64,3.15,3.10
UNH,2023-04-01,2023-06-30,5.89,5.82,11.91,11.77
UNH,2014-07-02,2014-09-30,1.65,1.63,4.21,4.15
UNH,2013-12-31,2014-03-31,1.12,1.10,1.17,1.16
UNH,2014-12-31,2015-03-31,1.48,1.46,1.12,1.10
UNH,2018-07-02,2018-09-30,3.31,3.24,9.29,9.09
UNH,2022-12-31,2023-03-31,6.01,5.95,5.34,5.27
UNH,2024-07-02,2024-09-30,6.56,6.51,9.61,9.53
UNH,2016-12-31,2017-03-31,2.28,2.23,2.28,2.23
UNH,2020-07-02,2020-09-30,3.34,3.30,13.90,13.73
UNH,2017-07-02,2017-09-30,2.57,2.51,7.22,7.06
UNH,2013-07-02,2013-09-30,1.56,1.53,4.16,4.09
UNH,2017-04-01,2017-06-30,2.37,2.32,4.65,4.55
UNH,2020-12-31,2021-03-31,5.14,5.08,3.56,3.52
UNH,2021-07-02,2021-09-30,4.33,4.28,14.00,13.82
UNH,2013-04-01,2013-06-30,1.42,1.40,2.60,2.56
UNH,2022-04-01,2022-06-30,5.41,5.34,10.75,10.61
UNH,2019-07-02,2019-09-30,3.73,3.67,10.82,10.65
UNH,2018-04-01,2018-06-30,3.04,2.98,5.98,5.85
KO,2020-06-27,2020-09-25,0.40,0.40,1.47,1.46
KO,2017-04-01,2017-06-30,0.32,0.32,,
KO,2020-03-28,2020-06-26,0.41,0.41,,
KO,2016-12-31,2017-03-31,0.28,0.27,,
KO,2019-12-28,2020-03-27,0.65,0.64,,
KO,2016-07-02,2016-09-30,0.24,0.24,1.38,1.37
KO,2013-06-29,2013-09-27,0.55,0.54,1.55,1.52
KO,2015-01-03,2015-04-03,0.36,0.35,,
KO,2019-06-29,2019-09-27,0.61,0.60,1.61,1.60
KO,2017-12-30,2018-03-30,0.32,0.32,,
KO,2018-12-29,2019-03-29,0.39,0.39,,
KO,2023-07-01,2023-09-29,0.71,0.71,2.02,2.01
KO,2014-06-28,2014-09-26,0.48,0.48,1.44,1.42
KO,2019-03-30,2019-06-28,0.61,0.61,,
KO,2016-04-02,2016-07-01,0.80,0.79,,
KO,2012-12-29,2013-03-29,0.39,0.39,,
KO,2017-07-01,2017-09-29,0.34,0.33,0.94,0.92
KO,2021-01-02,2021-04-02,0.52,0.52,,
KO,2013-03-30,2013-06-28,0.60,0.59,0.99,0.98
KO,2021-04-03,2021-07-02,0.61,0.61,1.13,1.13
KO,2024-06-29,2024-09-27,0.66,0.66,1.96,1.95
KO,2015-07-04,2015-10-02,0.33,0.33,1.40,1.39
KO,2022-12-31,2023-03-31,0.72,0.72,,
KO,2023-04-01,2023-06-30,0.59,0.59,1.31,1.30
KO,2022-01-01,2022-04-01,0.64,0.64,,
KO,2018-06-30,2018-09-28,0.44,0.44,1.31,1.29
KO,2014-03-29,2014-06-27,0.59,0.58,0.96,0.95
KO,2013-12-28,2014-03-28,0.37,0.36,,
KO,2022-07-02,2022-09-30,0.65,0.65,1.74,1.73
KO,2015-04-04,2015-07-03,0.71,0.71,1.07,1.06
KO,2022-04-02,2022-07-01,0.44,0.44,,
KO,2018-03-31,2018-06-29,0.54,0.54,,
KO,2021-07-03,2021-10-01,0.57,0.57,1.71,1.70
KO,2016-01-02,2016-04-01,0.34,0.34,,
KO,2024-03-30,2024-06-28,0.56,0.56,1.30,1.29
KO,2023-12-30,2024-03-29,0.74,0.74,,
AVGO,2023-11-06,2024-02-04,2.93,2.84,,
AVGO,2018-05-07,2018-08-05,2.78,2.71,26.53,25.74
AVGO,2021-05-03,2021-08-01,4.38,4.20,11.06,10.54
AVGO,2020-11-02,2021-01-31,3.20,3.05,,
AVGO,2024-05-06,2024-08-04,-0.40,-0.40,0.34,0.33
AVGO,2019-02-04,2019-05-05,1.74,1.64,,
AVGO,2024-02-05,2024-05-05,4.56,4.42,7.52,7.29
AVGO,2019-05-06,2019-08-04,1.80,1.71,4.70,4.47
AVGO,2022-05-02,2022-07-31,7.40,7.15,19.39,18.70
AVGO,2018-11-05,2019-02-03,1.17,1.12,,
AVGO,2021-02-01,2021-05-02,3.46,3.30,,
AVGO,2022-10-31,2023-01-29,9.03,8.80,,
AVGO,2023-01-30,2023-04-30,8.39,8.15,,
AVGO,2023-05-01,2023-07-30,8.00,7.74,25.44,24.73
AVGO,2018-02-05,2018-05-06,8.83,8.33,23.97,22.99
AVGO,2022-01-31,2022-05-01,6.16,5.93,,
AVGO,2020-02-03,2020-05-03,1.22,1.17,,
AVGO,2020-05-04,2020-08-02,1.52,1.45,3.52,3.36
AVGO,2021-11-01,2022-01-30,5.82,5.59,,
AVGO,2019-11-04,2020-02-02,0.78,0.74,,
JPM,2014-12-31,2015-03-31,1.46,1.45,,
JPM,2021-07-02,2021-09-30,3.74,3.74,12.05,12.02
JPM,2022-12-31,2023-03-31,4.11,4.10,,
JPM,2024-07-02,2024-09-30,4.38,4.37,14.97,14.94
JPM,2020-07-02,2020-09-30,2.93,2.92,5.10,5.09
JPM,2023-07-02,2023-09-30,4.33,4.33,13.20,13.18
JPM,2014-04-01,2014-06-30,1.47,1.46,,
JPM,2018-12-31,2019-03-31,2.65,2.65,,
JPM,2023-04-01,2023-06-30,4.76,4.75,,
